# Motion detection test timing, WILD-SIFK, dev build with Metro, re-measure of ww-mobile-app #273 after #326
# Started 2026-09-23 09:53:19. Times are MM:SS.mmm from the start of the capture.
# himax = COM6 @ 921600 (given)
# nrf   = COM5 @ 115200 (given)
#
[01:58.249] nrf   | <info> app: Conn params applied: interval 156 units (195ms), timeout 4000ms
[02:27.249] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:27.249] himax | Score 47/128 (Threshold 18)
[02:27.249] himax | HM0360 AE regs:
[02:27.249] himax | Sending 123 bytes: Header 4, payload 117, checksum 2 'HM0360 AE regs:
[02:27.249] himax | HM0360 motion in 0 blocks:
[02:27.249] himax | 0 00 00 00 00 00 00 
[02:27.249] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 0 blocks:
[02:27.249] himax | Skipping file save.
[02:27.434] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:27.549] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:27.549] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:27.549] nrf   | <info> app: I2C RX payload 117/250 bytes. Response type is 4. CRC OK (0xC92C)
[02:27.549] nrf   | BLE out: Sent 118 bytes: 'HM0360 AE regs:
[02:27.549] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x7C2A)
[02:27.549] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 0 blocks:
[02:27.549] nrf   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:27.609] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:27.610] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 104 lines
[02:27.613] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:27.615] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:27.615] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 84
[02:27.615] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:27.770] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 0 blocks:
[02:27.771] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:28.233] himax | Class 'no person': 37.4% (raw: -66)
[02:28.233] himax | Class 'person': 63.0% (raw: 66)
[02:28.233] himax | Class 0 'no person' = logit -66
[02:28.233] himax | Class 1 'person' = logit 66
[02:28.233] himax | TARGET OBJECT DETECTED!
[02:28.233] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:28.233] himax | Score 66/128 (Threshold 18)
[02:28.233] himax | HM0360 AE regs:
[02:28.233] himax | Sending 123 bytes: Header 4, payload 117, checksum 2 'HM0360 AE regs:
[02:28.233] himax | HM0360 motion in 1 blocks:
[02:28.233] himax | 0 00 00 00 00 00 00 
[02:28.233] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 1 blocks:
[02:28.233] himax | Skipping file save.
[02:28.399] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:28.480] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:28.480] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:28.480] nrf   | <info> app: I2C RX payload 117/250 bytes. Response type is 4. CRC OK (0x1733)
[02:28.480] nrf   | BLE out: Sent 118 bytes: 'HM0360 AE regs:
[02:28.480] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x49AD)
[02:28.480] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 1 blocks:
[02:28.480] nrf   | 00 00 00 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:28.565] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:28.565] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 104 lines
[02:28.579] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:28.581] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:28.582] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 85
[02:28.583] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:28.732] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 1 blocks:
[02:28.732] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 00 00 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:29.221] himax | Class 'no person': 40.0% (raw: -53)
[02:29.221] himax | Class 'person': 60.2% (raw: 53)
[02:29.221] himax | Class 0 'no person' = logit -53
[02:29.221] himax | Class 1 'person' = logit 53
[02:29.221] himax | TARGET OBJECT DETECTED!
[02:29.221] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:29.221] himax | Score 53/128 (Threshold 18)
[02:29.221] himax | HM0360 AE regs:
[02:29.221] himax | Sending 123 bytes: Header 4, payload 117, checksum 2 'HM0360 AE regs:
[02:29.221] himax | HM0360 motion in 1 blocks:
[02:29.221] himax | 0 00 00 00 00 00 00 
[02:29.221] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 1 blocks:
[02:29.221] himax | Skipping file save.
[02:29.378] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:29.548] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:29.548] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 104 lines
[02:29.548] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:29.548] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:29.548] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 85
[02:29.562] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:29.697] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:29.697] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:29.697] nrf   | <info> app: I2C RX payload 117/250 bytes. Response type is 4. CRC OK (0x1733)
[02:29.697] nrf   | BLE out: Sent 118 bytes: 'HM0360 AE regs:
[02:29.697] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x49AD)
[02:29.697] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 1 blocks:
[02:29.697] nrf   | 00 00 00 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:29.715] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 1 blocks:
[02:29.715] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 00 00 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:30.216] himax | Class 'no person': 41.0% (raw: -48)
[02:30.216] himax | Class 'person': 59.3% (raw: 48)
[02:30.216] himax | Class 0 'no person' = logit -48
[02:30.216] himax | Class 1 'person' = logit 48
[02:30.216] himax | TARGET OBJECT DETECTED!
[02:30.216] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:30.216] himax | Score 48/128 (Threshold 18)
[02:30.216] himax | HM0360 AE regs:
[02:30.216] himax | Sending 123 bytes: Header 4, payload 117, checksum 2 'HM0360 AE regs:
[02:30.216] himax | HM0360 motion in 1 blocks:
[02:30.216] himax | 0 00 00 00 00 00 00 00 
[02:30.216] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 1 blocks:
[02:30.216] himax | Skipping file save.
[02:30.349] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:30.517] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:30.517] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 104 lines
[02:30.517] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:30.517] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:30.517] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 86
[02:30.517] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:30.615] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:30.615] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:30.615] nrf   | <info> app: I2C RX payload 117/250 bytes. Response type is 4. CRC OK (0x6533)
[02:30.615] nrf   | BLE out: Sent 118 bytes: 'HM0360 AE regs:
[02:30.615] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x2BF6)
[02:30.615] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 1 blocks:
[02:30.615] nrf   | 00 00 00 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:30.681] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 1 blocks:
[02:30.681] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 00 00 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:31.147] himax | Class 'no person': 34.0% (raw: -85)
[02:31.147] himax | Class 'person': 66.0% (raw: 85)
[02:31.147] himax | Class 0 'no person' = logit -85
[02:31.147] himax | Class 1 'person' = logit 85
[02:31.147] himax | TARGET OBJECT DETECTED!
[02:31.147] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:31.332] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:31.448] himax | Score 85/128 (Threshold 18)
[02:31.448] himax | HM0360 AE regs:
[02:31.448] himax | Sending 123 bytes: Header 4, payload 117, checksum 2 'HM0360 AE regs:
[02:31.448] himax | HM0360 motion in 18 blocks:
[02:31.448] himax |  00 00 00 00 00 00 00 
[02:31.448] himax | Sending 130 bytes: Header 4, payload 124, checksum 2 'HM0360 motion in 18 blocks:
[02:31.448] himax | Skipping file save.
[02:31.499] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:31.499] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 104 lines
[02:31.499] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:31.499] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:31.499] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 86
[02:31.512] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:31.531] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:31.531] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:31.531] nrf   | <info> app: I2C RX payload 117/250 bytes. Response type is 4. CRC OK (0x6533)
[02:31.531] nrf   | BLE out: Sent 118 bytes: 'HM0360 AE regs:
[02:31.531] nrf   | <info> app: I2C RX payload 124/250 bytes. Response type is 4. CRC OK (0x6F68)
[02:31.531] nrf   | BLE out: Sent 125 bytes: 'HM0360 motion in 18 blocks:
[02:31.531] nrf   | 00 20 00 40 00 60 00 12 00 00 00 71 00 70 00 42 00 20 00 18 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:31.665] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 18 blocks:
[02:31.665] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 20 00 40 00 60 00 12 00 00 00 71 00 70 00 42 00 20 00 18 00 00 00 00 00 00 00 00 00 00 00 00 
[02:32.198] himax | Class 'no person': 43.0% (raw: -38)
[02:32.198] himax | Class 'person': 57.4% (raw: 38)
[02:32.198] himax | Class 0 'no person' = logit -38
[02:32.198] himax | Class 1 'person' = logit 38
[02:32.198] himax | TARGET OBJECT DETECTED!
[02:32.198] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:32.198] himax | Score 38/128 (Threshold 18)
[02:32.198] himax | HM0360 AE regs:
[02:32.198] himax | Sending 123 bytes: Header 4, payload 117, checksum 2 'HM0360 AE regs:
[02:32.198] himax | HM0360 motion in 22 blocks:
[02:32.198] himax | Sending 130 bytes: Header 4, payload 124, checksum 2 'HM0360 motion in 22 blocks:
[02:32.198] himax | Skipping file save.
[02:32.311] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:32.446] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:32.446] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:32.446] nrf   | <info> app: I2C RX payload 117/250 bytes. Response type is 4. CRC OK (0x6533)
[02:32.446] nrf   | BLE out: Sent 118 bytes: 'HM0360 AE regs:
[02:32.446] nrf   | <info> app: I2C RX payload 124/250 bytes. Response type is 4. CRC OK (0x4CCE)
[02:32.446] nrf   | BLE out: Sent 125 bytes: 'HM0360 motion in 22 blocks:
[02:32.446] nrf   | 00 a0 00 20 00 01 00 12 00 20 00 73 00 f0 00 52 00 20 00 18 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:32.465] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:32.465] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 104 lines
[02:32.479] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:32.480] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:32.481] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 86
[02:32.481] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:32.638] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 22 blocks:
[02:32.639] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 a0 00 20 00 01 00 12 00 20 00 73 00 f0 00 52 00 20 00 18 00 00 00 00 00 00 00 00 00 00 00 00 
[02:33.128] himax | Class 'no person': 43.0% (raw: -37)
[02:33.128] himax | Class 'person': 57.2% (raw: 37)
[02:33.128] himax | Class 0 'no person' = logit -37
[02:33.128] himax | Class 1 'person' = logit 37
[02:33.128] himax | TARGET OBJECT DETECTED!
[02:33.128] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:33.280] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:33.431] himax | Score 37/128 (Threshold 18)
[02:33.431] himax | HM0360 AE regs:
[02:33.431] himax | Sending 123 bytes: Header 4, payload 117, checksum 2 'HM0360 AE regs:
[02:33.431] himax | HM0360 motion in 3 blocks:
[02:33.431] himax | 0 00 00 00 00 00 00 
[02:33.431] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 3 blocks:
[02:33.432] himax | Skipping file save.
[02:33.454] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:33.456] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 104 lines
[02:33.457] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:33.459] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:33.461] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 86
[02:33.464] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:33.617] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 3 blocks:
[02:33.617] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 60 00 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:33.679] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:33.679] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:33.679] nrf   | <info> app: I2C RX payload 117/250 bytes. Response type is 4. CRC OK (0x6533)
[02:33.679] nrf   | BLE out: Sent 118 bytes: 'HM0360 AE regs:
[02:33.679] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x51AC)
[02:33.679] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 3 blocks:
[02:33.679] nrf   | 00 60 00 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:34.180] himax | Class 'no person': 43.4% (raw: -34)
[02:34.180] himax | Class 'person': 57.0% (raw: 34)
[02:34.180] himax | Class 0 'no person' = logit -34
[02:34.180] himax | Class 1 'person' = logit 34
[02:34.180] himax | TARGET OBJECT DETECTED!
[02:34.180] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:34.180] himax | Score 34/128 (Threshold 18)
[02:34.180] himax | HM0360 AE regs:
[02:34.180] himax | Sending 123 bytes: Header 4, payload 117, checksum 2 'HM0360 AE regs:
[02:34.181] himax | HM0360 motion in 2 blocks:
[02:34.181] himax |  00 00 00 00 00 00 00 
[02:34.181] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 2 blocks:
[02:34.181] himax | Skipping file save.
[02:34.254] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:34.431] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:34.445] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 104 lines
[02:34.445] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:34.449] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:34.449] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 87
[02:34.449] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:34.582] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:34.582] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:34.582] nrf   | <info> app: I2C RX payload 117/250 bytes. Response type is 4. CRC OK (0xBB2C)
[02:34.582] nrf   | BLE out: Sent 118 bytes: 'HM0360 AE regs:
[02:34.582] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x91C5)
[02:34.582] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 2 blocks:
[02:34.582] nrf   | 00 40 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:34.599] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 2 blocks:
[02:34.614] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 40 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:35.098] himax |    Inhibiting MD
[02:35.098] himax |    Changing mode from 2 to 0 with nFrames=0, sleepTime=0 sleepCount = 0xffff
[02:35.166] himax | Class 'no person': 41.3% (raw: -45)
[02:35.166] himax | Class 'person': 59.0% (raw: 45)
[02:35.166] himax | Class 0 'no person' = logit -45
[02:35.166] himax | Class 1 'person' = logit 45
[02:35.166] himax | TARGET OBJECT DETECTED!
[02:35.166] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:35.166] himax | Score 45/128 (Threshold 18)
[02:35.166] himax | HM0360 AE regs:
[02:35.166] himax | Sending 123 bytes: Header 4, payload 117, checksum 2 'HM0360 AE regs:
[02:35.166] himax | HM0360 motion in 1 blocks:
[02:35.166] himax |  00 00 00 00 00 00 00 
[02:35.166] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 1 blocks:
[02:35.166] himax | Skipping file save.
[02:35.231] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:35.412] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:35.415] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 104 lines
[02:35.416] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:35.416] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:35.419] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 87
[02:35.421] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:35.480] himax | Current captures completed: 20
[02:35.480] himax | Average file write time 0ms
[02:35.480] himax | Total frames captured since last reset: 20
[02:35.480] himax | Sending 56 bytes: Header 4, payload 50, checksum 2 'Captured 20 images. Last is  (File write 0ms avg.)'
[02:35.498] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:35.498] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:35.498] nrf   | <info> app: I2C RX payload 117/250 bytes. Response type is 4. CRC OK (0xBB2C)
[02:35.498] nrf   | BLE out: Sent 118 bytes: 'HM0360 AE regs:
[02:35.498] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x0A3F)
[02:35.498] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 1 blocks:
[02:35.498] nrf   | 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:35.498] nrf   | <info> app: I2C RX payload 50/250 bytes. Response type is 4. CRC OK (0xF51F)
[02:35.498] nrf   | BLE out: Sent  51 bytes: 'Captured 20 images. Last is  (File write 0ms avg.)'
[02:35.569] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 1 blocks:
[02:35.579] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:35.732] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: Captured 20 images. Last is  (File write 0ms avg.)
[02:35.732] app   | [MotionDetectionStream] Firmware capture sequence completed naturally.
[02:35.732] app   | [MotionDetectionStream] Command queue cleared — ready for next test.
[02:35.745] app   | TX Hex: 4149207365746f702031382030
[02:36.005] app   | Written AI setop 18 0 to the device WILD-SIFK (09:55:56-833)
[02:36.007] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: Set OpParam 18 = 0
[02:36.097] himax | Received I2C message.
[02:36.097] himax | MKL62BA command received: 'setop 18 0'
[02:36.097] himax | Set OpParam 18 = 0
[02:36.097] himax | Sending 24 bytes: Header 4, payload 18, checksum 2 'Set OpParam 18 = 0'
[02:36.097] himax | Config saved (op params persisted).
[02:36.113] nrf   | BLE in: Received  13 bytes 'AI setop 18 0'
[02:36.113] nrf   | Sending 'setop 18 0' to AI processor (4 ctrl bytes, 10 payload, 2 CRC)<info> app: AI state changed from IDLE to PROCESSING
[02:36.113] nrf   | <info> app: I2C RX payload 18/250 bytes. Response type is 4. CRC OK (0x96F0)
[02:36.113] nrf   | <info> app: AI processor replies: 'Set OpParam 18 = 0'
[02:36.113] nrf   | <info> app: AI state changed from PROCESSING to IDLE
[02:36.113] nrf   | BLE out: Sent  19 bytes: 'Set OpParam 18 = 0'
[02:36.247] app   | [MotionDetectionStream] TEST_MODE_BITS reset to 0
[02:36.247] app   | TX Hex: 4149207365746f7020382031303030
[02:36.280] app   | Written AI setop 8 1000 to the device WILD-SIFK (09:55:57-109)
[02:36.398] himax | Received I2C message.
[02:36.398] himax | MKL62BA command received: 'setop 8 1000'
[02:36.398] himax | Set OpParam 8 = 1000
[02:36.581] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: Set OpParam 8 = 1000
[02:36.713] himax | Sending 26 bytes: Header 4, payload 20, checksum 2 'Set OpParam 8 = 1000'
[02:36.713] himax | Config saved (op params persisted).
[02:36.716] nrf   | BLE in: Received  15 bytes 'AI setop 8 1000'
[02:36.716] nrf   | Sending 'setop 8 1000' to AI processor (4 ctrl bytes, 12 payload, 2 CRC)<info> app: AI state changed from IDLE to PROCESSING
[02:36.716] nrf   | <info> app: I2C RX payload 20/250 bytes. Response type is 4. CRC OK (0xF34E)
[02:36.716] nrf   | <info> app: AI processor replies: 'Set OpParam 8 = 1000'
[02:36.716] nrf   | <info> app: AI state changed from PROCESSING to IDLE
[02:36.716] nrf   | BLE out: Sent  21 bytes: 'Set OpParam 8 = 1000'
[02:36.866] app   | [MotionDetectionStream] INTERVAL_BEFORE_DPD reset to 1000
[02:39.697] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: Sleep
[02:39.763] himax | Inactive for 3000ms
[02:39.763] himax | Saved state to SD card. Image sequence number = 204
[02:39.763] himax | Image task ready to sleep.
[02:39.763] himax | Sending 110 bytes: Header 4, payload 104, checksum 2 'Sleep 204 81 53 17 338 3 500 0 1000 50 1 0 100 2 1 1 18 1 0 9 0 2 50 65 0 0 0 286 326 1 110 1 0 0 2 0 0 '
[02:39.763] himax | IF task ready to sleep.
[02:39.763] himax | Preparing HM0360 for MD:   HM0360 Motion Detection off.
[02:39.763] himax |    Inhibiting MD
[02:39.763] himax |    Changing mode from 0 to 2 with nFrames=1, sleepTime=0 sleepCount = 0xffff
[02:39.763] himax |  No LED flashes.
[02:39.763] himax | >>> Entering DPD at 2024:01:01 00:00:33
[02:39.763] nrf   | <info> app: I2C RX payload 104/250 bytes. Response type is 4. CRC OK (0x96D3)
[02:39.763] nrf   | <info> app: AI processor sends stats: '204 81 53 17 338 3 500 0 1000 50 1 0 100 2 1 1 18 1 0 9 0 2 50 65 0 0 0 286 326 1 110 1 0 0 2 0 0 '
[02:39.763] nrf   | <info> app: Positive NN events has increased from 33 to 53!
[02:39.763] nrf   | <info> app: AI state changed from IDLE to SLEEP
[02:39.763] nrf   | BLE out: Sent   6 bytes: 'Sleep'
[02:39.763] nrf   | <info> app: Bumping state machine with 'Debounced Sensor' (Current state: JOIN FAILED)
[02:39.763] nrf   | <info> app:  Sensor events ignored - JOIN FAILED.
[02:42.815] app   | [MotionDetectionSection] Starting test: sensitivity=1, interval=500ms, photos=20, flash=2, brightness=50
[02:42.815] app   | [MotionDetectionStream] Starting MD test: sensitivity=1, interval=500ms
[02:42.830] app   | TX Hex: 4149206765746f70202d31
